duplicateGroupKey,duplicateBasis,count,fileIds,filePaths,names,size,width,height
download (17).svg,same filename in 13 different source folders,13,6a7ca9d65c7cd75eb8306696|6a7caadc5c7cd75eb84103d3|6a7cab5e5c7cd75eb849343d|6a7cabb15c7cd75eb84e9a4b|6a7caf675c7cd75eb88bf21d|6a7c25d75c7cd75eb853022c|6a7cac075c7cd75eb853f1e6|6a7c24ec5c7cd75eb84c4c8e|6a7cac9d5c7cd75eb85d2953|6a7cadd15c7cd75eb8709232|6a7cae075c7cd75eb8740bd6|6a7c21d55c7cd75eb8364801|6a7c23535c7cd75eb8406cfd,/airbuds/download (17).svg|/airbuds2/download (17).svg|/airbuds3/download (17).svg|/airbuds4/download (17).svg|/airbuds5/download (17).svg|/Bts/download (17).svg|/gadgets/download (17).svg|/itel/download (17).svg|/Oppo2/download (17).svg|/Oppo3/download (17).svg|/Oppo4/download (17).svg|/Sound Bars/download (17).svg|/tvs/download (17).svg,download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg|download (17).svg,371,24,24
download (18).svg,same filename in 6 different source folders,6,6a7ca9d65c7cd75eb8306f5a|6a7c25d75c7cd75eb8530256|6a7cac075c7cd75eb853f204|6a7c24ec5c7cd75eb84c4be6|6a7c21da5c7cd75eb8366e1c|6a7c23535c7cd75eb8406d52,/airbuds/download (18).svg|/Bts/download (18).svg|/gadgets/download (18).svg|/itel/download (18).svg|/Sound Bars/download (18).svg|/tvs/download (18).svg,download (18).svg|download (18).svg|download (18).svg|download (18).svg|download (18).svg|download (18).svg,185,20,20
download (19).svg,same filename in 6 different source folders,6,6a7ca9d65c7cd75eb8306cab|6a7c25d75c7cd75eb8530275|6a7cac075c7cd75eb853f198|6a7c24ec5c7cd75eb84c4d05|6a7c21d95c7cd75eb8366409|6a7c23535c7cd75eb8406c95,/airbuds/download (19).svg|/Bts/download (19).svg|/gadgets/download (19).svg|/itel/download (19).svg|/Sound Bars/download (19).svg|/tvs/download (19).svg,download (19).svg|download (19).svg|download (19).svg|download (19).svg|download (19).svg|download (19).svg,416,24,24
download (2).svg,same filename in 15 different source folders,15,6a7ca9d55c7cd75eb8305803|6a7caadc5c7cd75eb840f7c4|6a7cab5e5c7cd75eb8492e7e|6a7cabb15c7cd75eb84e9e30|6a7caf675c7cd75eb88bf335|6a7c25d95c7cd75eb8531bed|6a7cac075c7cd75eb853f3fb|6a7c24ec5c7cd75eb84c4c16|6a7cac9d5c7cd75eb85d30b8|6a7cadd25c7cd75eb8709f04|6a7cae075c7cd75eb8740d37|6a7caeb85c7cd75eb87f9107|6a7caeed5c7cd75eb8837f18|6a7c21d55c7cd75eb83647d9|6a7c23535c7cd75eb8406c77,/airbuds/download (2).svg|/airbuds2/download (2).svg|/airbuds3/download (2).svg|/airbuds4/download (2).svg|/airbuds5/download (2).svg|/Bts/download (2).svg|/gadgets/download (2).svg|/itel/download (2).svg|/Oppo2/download (2).svg|/Oppo3/download (2).svg|/Oppo4/download (2).svg|/Oppo5/download (2).svg|/Oppo6/download (2).svg|/Sound Bars/download (2).svg|/tvs/download (2).svg,download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg|download (2).svg,503,24,24
download (20).svg,same filename in 6 different source folders,6,6a7ca9d55c7cd75eb83059ca|6a7c25d75c7cd75eb8530c82|6a7cac075c7cd75eb853f35a|6a7c24ec5c7cd75eb84c4c18|6a7c21d55c7cd75eb8364776|6a7c23535c7cd75eb8406d11,/airbuds/download (20).svg|/Bts/download (20).svg|/gadgets/download (20).svg|/itel/download (20).svg|/Sound Bars/download (20).svg|/tvs/download (20).svg,download (20).svg|download (20).svg|download (20).svg|download (20).svg|download (20).svg|download (20).svg,503,24,24
download (21).svg,same filename in 6 different source folders,6,6a7ca9d65c7cd75eb8306c2d|6a7c25d75c7cd75eb8530d58|6a7cac075c7cd75eb853f212|6a7c24ec5c7cd75eb84c4cd5|6a7c21d75c7cd75eb83655e5|6a7c23535c7cd75eb8406d25,/airbuds/download (21).svg|/Bts/download (21).svg|/gadgets/download (21).svg|/itel/download (21).svg|/Sound Bars/download (21).svg|/tvs/download (21).svg,download (21).svg|download (21).svg|download (21).svg|download (21).svg|download (21).svg|download (21).svg,391,24,24
download (22).svg,same filename in 5 different source folders,5,6a7ca9d55c7cd75eb83058a0|6a7c25d95c7cd75eb8531b8a|6a7cac075c7cd75eb853f274|6a7c24ec5c7cd75eb84c4cc8|6a7c23535c7cd75eb8406d45,/airbuds/download (22).svg|/Bts/download (22).svg|/gadgets/download (22).svg|/itel/download (22).svg|/tvs/download (22).svg,download (22).svg|download (22).svg|download (22).svg|download (22).svg|download (22).svg,392,24,24
download (23).svg,same filename in 5 different source folders,5,6a7ca9d65c7cd75eb830778c|6a7c25d75c7cd75eb8530cac|6a7cac075c7cd75eb853f161|6a7c24ec5c7cd75eb84c4ce3|6a7c23535c7cd75eb8406c49,/airbuds/download (23).svg|/Bts/download (23).svg|/gadgets/download (23).svg|/itel/download (23).svg|/tvs/download (23).svg,download (23).svg|download (23).svg|download (23).svg|download (23).svg|download (23).svg,418,24,24
download (24).svg,same filename in 5 different source folders,5,6a7ca9d55c7cd75eb8305978|6a7c25d75c7cd75eb8530ba8|6a7cac075c7cd75eb853f1a4|6a7c24ec5c7cd75eb84c4cbb|6a7c23535c7cd75eb8406d32,/airbuds/download (24).svg|/Bts/download (24).svg|/gadgets/download (24).svg|/itel/download (24).svg|/tvs/download (24).svg,download (24).svg|download (24).svg|download (24).svg|download (24).svg|download (24).svg,291,24,24
download (25).svg,same filename in 5 different source folders,5,6a7ca9d65c7cd75eb8306f18|6a7c25d75c7cd75eb8530ccb|6a7cac075c7cd75eb853f261|6a7c24ec5c7cd75eb84c4d74|6a7c23535c7cd75eb8406c90,/airbuds/download (25).svg|/Bts/download (25).svg|/gadgets/download (25).svg|/itel/download (25).svg|/tvs/download (25).svg,download (25).svg|download (25).svg|download (25).svg|download (25).svg|download (25).svg,311,24,24
download (26).svg,same filename in 5 different source folders,5,6a7ca9d65c7cd75eb8306ab4|6a7c25d75c7cd75eb8530c54|6a7cac075c7cd75eb853f1b6|6a7c24ec5c7cd75eb84c4c20|6a7c23535c7cd75eb8406d38,/airbuds/download (26).svg|/Bts/download (26).svg|/gadgets/download (26).svg|/itel/download (26).svg|/tvs/download (26).svg,download (26).svg|download (26).svg|download (26).svg|download (26).svg|download (26).svg,528,24,24
download (27).svg,same filename in 5 different source folders,5,6a7ca9d55c7cd75eb83058c1|6a7c25d75c7cd75eb8530bae|6a7cac075c7cd75eb853f216|6a7c24ec5c7cd75eb84c4bf2|6a7c23535c7cd75eb8406ce5,/airbuds/download (27).svg|/Bts/download (27).svg|/gadgets/download (27).svg|/itel/download (27).svg|/tvs/download (27).svg,download (27).svg|download (27).svg|download (27).svg|download (27).svg|download (27).svg,412,24,24
download (28).svg,same filename in 5 different source folders,5,6a7ca9d65c7cd75eb8306c1b|6a7c25d75c7cd75eb8530e4a|6a7cac075c7cd75eb853f218|6a7c24ec5c7cd75eb84c4c07|6a7c23535c7cd75eb8406d30,/airbuds/download (28).svg|/Bts/download (28).svg|/gadgets/download (28).svg|/itel/download (28).svg|/tvs/download (28).svg,download (28).svg|download (28).svg|download (28).svg|download (28).svg|download (28).svg,279,24,24
download (29).svg,same filename in 5 different source folders,5,6a7ca9d65c7cd75eb8306e1d|6a7c25d75c7cd75eb8531005|6a7cac075c7cd75eb853f1ec|6a7c24ec5c7cd75eb84c4cda|6a7c23535c7cd75eb8406c8b,/airbuds/download (29).svg|/Bts/download (29).svg|/gadgets/download (29).svg|/itel/download (29).svg|/tvs/download (29).svg,download (29).svg|download (29).svg|download (29).svg|download (29).svg|download (29).svg,336,24,24
download (3).svg,same filename in 15 different source folders,15,6a7ca9d65c7cd75eb8306ca6|6a7caadc5c7cd75eb840f83b|6a7cab5e5c7cd75eb8493352|6a7cabb15c7cd75eb84e9a10|6a7caf675c7cd75eb88bf4f7|6a7c25d95c7cd75eb8531ba4|6a7cac075c7cd75eb853f1bb|6a7c24ec5c7cd75eb84c4f16|6a7cac9d5c7cd75eb85d319a|6a7cadd15c7cd75eb8709222|6a7cae075c7cd75eb8740ccc|6a7caeb85c7cd75eb87f8fa4|6a7caeed5c7cd75eb88383e4|6a7c21d75c7cd75eb83656ec|6a7c23535c7cd75eb8406d33,/airbuds/download (3).svg|/airbuds2/download (3).svg|/airbuds3/download (3).svg|/airbuds4/download (3).svg|/airbuds5/download (3).svg|/Bts/download (3).svg|/gadgets/download (3).svg|/itel/download (3).svg|/Oppo2/download (3).svg|/Oppo3/download (3).svg|/Oppo4/download (3).svg|/Oppo5/download (3).svg|/Oppo6/download (3).svg|/Sound Bars/download (3).svg|/tvs/download (3).svg,download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg|download (3).svg,391,24,24
download (30).svg,same filename in 5 different source folders,5,6a7ca9d55c7cd75eb83058b1|6a7c25d85c7cd75eb8531b76|6a7cac075c7cd75eb853f3bf|6a7c24ec5c7cd75eb84c4bee|6a7c23535c7cd75eb8406cab,/airbuds/download (30).svg|/Bts/download (30).svg|/gadgets/download (30).svg|/itel/download (30).svg|/tvs/download (30).svg,download (30).svg|download (30).svg|download (30).svg|download (30).svg|download (30).svg,449,24,24
download (31).svg,same filename in 5 different source folders,5,6a7ca9d65c7cd75eb8306ab8|6a7c25d95c7cd75eb8531ba8|6a7cac075c7cd75eb853f3f2|6a7c24ec5c7cd75eb84c4f23|6a7c23545c7cd75eb840731c,/airbuds/download (31).svg|/Bts/download (31).svg|/gadgets/download (31).svg|/itel/download (31).svg|/tvs/download (31).svg,download (31).svg|download (31).svg|download (31).svg|download (31).svg|download (31).svg,435,24,24
download (32).svg,same filename in 5 different source folders,5,6a7ca9d55c7cd75eb8305ba2|6a7c25d95c7cd75eb8531b82|6a7cac075c7cd75eb853f1f9|6a7c24ec5c7cd75eb84c4ef0|6a7c23535c7cd75eb8406d1d,/airbuds/download (32).svg|/Bts/download (32).svg|/gadgets/download (32).svg|/itel/download (32).svg|/tvs/download (32).svg,download (32).svg|download (32).svg|download (32).svg|download (32).svg|download (32).svg,670,20,20
download (33).svg,same filename in 5 different source folders,5,6a7ca9d65c7cd75eb8306c59|6a7c25d95c7cd75eb8531b7f|6a7cac075c7cd75eb853f3b4|6a7c24ec5c7cd75eb84c4c1d|6a7c23535c7cd75eb8406c94,/airbuds/download (33).svg|/Bts/download (33).svg|/gadgets/download (33).svg|/itel/download (33).svg|/tvs/download (33).svg,download (33).svg|download (33).svg|download (33).svg|download (33).svg|download (33).svg,224,24,24
download (34).svg,same filename in 4 different source folders,4,6a7ca9d75c7cd75eb8307ad4|6a7cac075c7cd75eb853f227|6a7c24ed5c7cd75eb84c58ab|6a7c23535c7cd75eb8406d07,/airbuds/download (34).svg|/gadgets/download (34).svg|/itel/download (34).svg|/tvs/download (34).svg,download (34).svg|download (34).svg|download (34).svg|download (34).svg,228,24,24
download (35).svg,same filename in 3 different source folders,3,6a7cac075c7cd75eb853f27e|6a7c24ec5c7cd75eb84c4f10|6a7c23535c7cd75eb8406c7b,/gadgets/download (35).svg|/itel/download (35).svg|/tvs/download (35).svg,download (35).svg|download (35).svg|download (35).svg,509,13,13
download (36).svg,same filename in 2 different source folders,2,6a7cac075c7cd75eb853f41e|6a7c23535c7cd75eb8406d6e,/gadgets/download (36).svg|/tvs/download (36).svg,download (36).svg|download (36).svg,393,13,13
download (4).svg,same filename in 15 different source folders,15,6a7ca9d75c7cd75eb8307bd9|6a7caadc5c7cd75eb840f9d9|6a7cab5e5c7cd75eb8493452|6a7cabb15c7cd75eb84e9b68|6a7caf675c7cd75eb88bf34f|6a7c25d95c7cd75eb8531c3f|6a7cac075c7cd75eb853f27c|6a7c24ec5c7cd75eb84c4d44|6a7cac9d5c7cd75eb85d31df|6a7cadd25c7cd75eb8709f17|6a7cae075c7cd75eb8740bc7|6a7caeb85c7cd75eb87f9029|6a7caeed5c7cd75eb8838526|6a7c21d65c7cd75eb8364b79|6a7c23535c7cd75eb8406d4a,/airbuds/download (4).svg|/airbuds2/download (4).svg|/airbuds3/download (4).svg|/airbuds4/download (4).svg|/airbuds5/download (4).svg|/Bts/download (4).svg|/gadgets/download (4).svg|/itel/download (4).svg|/Oppo2/download (4).svg|/Oppo3/download (4).svg|/Oppo4/download (4).svg|/Oppo5/download (4).svg|/Oppo6/download (4).svg|/Sound Bars/download (4).svg|/tvs/download (4).svg,download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg|download (4).svg,392,24,24
download (5).svg,same filename in 15 different source folders,15,6a7ca9d75c7cd75eb8308363|6a7caadc5c7cd75eb840f9b8|6a7cab5e5c7cd75eb8492f2e|6a7cabb15c7cd75eb84e9aa3|6a7caf655c7cd75eb88bd991|6a7c25d95c7cd75eb8531bf7|6a7cac075c7cd75eb853f6a2|6a7c24ec5c7cd75eb84c4cc0|6a7cac9d5c7cd75eb85d30a5|6a7cadd05c7cd75eb8708ec9|6a7cae085c7cd75eb8740f74|6a7caeb85c7cd75eb87f900d|6a7caeec5c7cd75eb88371e1|6a7c21d75c7cd75eb8365906|6a7c23535c7cd75eb8406d00,/airbuds/download (5).svg|/airbuds2/download (5).svg|/airbuds3/download (5).svg|/airbuds4/download (5).svg|/airbuds5/download (5).svg|/Bts/download (5).svg|/gadgets/download (5).svg|/itel/download (5).svg|/Oppo2/download (5).svg|/Oppo3/download (5).svg|/Oppo4/download (5).svg|/Oppo5/download (5).svg|/Oppo6/download (5).svg|/Sound Bars/download (5).svg|/tvs/download (5).svg,download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg|download (5).svg,418,24,24
download (6).svg,same filename in 15 different source folders,15,6a7ca9d75c7cd75eb830882f|6a7caadc5c7cd75eb840fd4c|6a7cab5e5c7cd75eb8493316|6a7cabb15c7cd75eb84e9a9f|6a7caf675c7cd75eb88bf244|6a7c25d95c7cd75eb8531b7b|6a7cac075c7cd75eb853f510|6a7c24ec5c7cd75eb84c4f57|6a7cac9d5c7cd75eb85d30d1|6a7cadd15c7cd75eb870921e|6a7cae075c7cd75eb8740d11|6a7caeb85c7cd75eb87f9213|6a7caeed5c7cd75eb8837f33|6a7c21da5c7cd75eb8366c75|6a7c236d5c7cd75eb84130f3,/airbuds/download (6).svg|/airbuds2/download (6).svg|/airbuds3/download (6).svg|/airbuds4/download (6).svg|/airbuds5/download (6).svg|/Bts/download (6).svg|/gadgets/download (6).svg|/itel/download (6).svg|/Oppo2/download (6).svg|/Oppo3/download (6).svg|/Oppo4/download (6).svg|/Oppo5/download (6).svg|/Oppo6/download (6).svg|/Sound Bars/download (6).svg|/tvs/download (6).svg,download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg,291,24,24
download (7).svg,same filename in 15 different source folders,15,6a7ca9d85c7cd75eb8309218|6a7caadc5c7cd75eb840fdc3|6a7cab5e5c7cd75eb84929de|6a7cabb15c7cd75eb84ea00f|6a7caf655c7cd75eb88bd9a3|6a7c25d95c7cd75eb8531bfb|6a7cac075c7cd75eb853f279|6a7c24ec5c7cd75eb84c4e8f|6a7cac9d5c7cd75eb85d30c3|6a7cadd05c7cd75eb870919c|6a7cae085c7cd75eb8741027|6a7caeb85c7cd75eb87f90d8|6a7caeed5c7cd75eb88377df|6a7c21d95c7cd75eb836664a|6a7c236d5c7cd75eb84136d4,/airbuds/download (7).svg|/airbuds2/download (7).svg|/airbuds3/download (7).svg|/airbuds4/download (7).svg|/airbuds5/download (7).svg|/Bts/download (7).svg|/gadgets/download (7).svg|/itel/download (7).svg|/Oppo2/download (7).svg|/Oppo3/download (7).svg|/Oppo4/download (7).svg|/Oppo5/download (7).svg|/Oppo6/download (7).svg|/Sound Bars/download (7).svg|/tvs/download (7).svg,download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg|download (7).svg,311,24,24
download (8).svg,same filename in 15 different source folders,15,6a7ca9d75c7cd75eb83083d0|6a7caadc5c7cd75eb840f687|6a7cab5e5c7cd75eb84929d8|6a7cabb15c7cd75eb84e9e8d|6a7caf675c7cd75eb88bf2e2|6a7c25d95c7cd75eb8531c0e|6a7cac075c7cd75eb853f480|6a7c24ec5c7cd75eb84c4cba|6a7cac9d5c7cd75eb85d32f8|6a7cadd15c7cd75eb87096c8|6a7cae075c7cd75eb8740bc4|6a7caeb85c7cd75eb87f922f|6a7caeed5c7cd75eb8838273|6a7c21d75c7cd75eb8365867|6a7c236d5c7cd75eb841377a,/airbuds/download (8).svg|/airbuds2/download (8).svg|/airbuds3/download (8).svg|/airbuds4/download (8).svg|/airbuds5/download (8).svg|/Bts/download (8).svg|/gadgets/download (8).svg|/itel/download (8).svg|/Oppo2/download (8).svg|/Oppo3/download (8).svg|/Oppo4/download (8).svg|/Oppo5/download (8).svg|/Oppo6/download (8).svg|/Sound Bars/download (8).svg|/tvs/download (8).svg,download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg|download (8).svg,528,24,24
download (9).svg,same filename in 15 different source folders,15,6a7ca9d85c7cd75eb8308bf7|6a7caadc5c7cd75eb840f6f3|6a7cab5e5c7cd75eb8492eeb|6a7cabb15c7cd75eb84e9a3f|6a7caf655c7cd75eb88bdbb2|6a7c25d95c7cd75eb8531bf8|6a7cac085c7cd75eb85409bb|6a7c24ec5c7cd75eb84c4ef4|6a7cac9d5c7cd75eb85d3211|6a7cadd25c7cd75eb8709dd1|6a7cae075c7cd75eb8740d32|6a7caeb85c7cd75eb87f919f|6a7caeed5c7cd75eb8837ef2|6a7c21d65c7cd75eb8364b97|6a7c236d5c7cd75eb84137eb,/airbuds/download (9).svg|/airbuds2/download (9).svg|/airbuds3/download (9).svg|/airbuds4/download (9).svg|/airbuds5/download (9).svg|/Bts/download (9).svg|/gadgets/download (9).svg|/itel/download (9).svg|/Oppo2/download (9).svg|/Oppo3/download (9).svg|/Oppo4/download (9).svg|/Oppo5/download (9).svg|/Oppo6/download (9).svg|/Sound Bars/download (9).svg|/tvs/download (9).svg,download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg|download (9).svg,412,24,24
download.svg,same filename in 15 different source folders,15,6a7ca9d85c7cd75eb830921e|6a7caadc5c7cd75eb840f9b5|6a7cab5e5c7cd75eb8492e41|6a7cabb15c7cd75eb84e9a1a|6a7caf675c7cd75eb88bf241|6a7c25d95c7cd75eb8531b85|6a7cac075c7cd75eb853f65a|6a7c24ec5c7cd75eb84c4c0e|6a7cac9d5c7cd75eb85d3183|6a7cadd15c7cd75eb8709420|6a7cae085c7cd75eb8740f99|6a7caeb85c7cd75eb87f92f7|6a7caeed5c7cd75eb8837f0e|6a7c21d65c7cd75eb8364bcf|6a7c236d5c7cd75eb8413751,/airbuds/download.svg|/airbuds2/download.svg|/airbuds3/download.svg|/airbuds4/download.svg|/airbuds5/download.svg|/Bts/download.svg|/gadgets/download.svg|/itel/download.svg|/Oppo2/download.svg|/Oppo3/download.svg|/Oppo4/download.svg|/Oppo5/download.svg|/Oppo6/download.svg|/Sound Bars/download.svg|/tvs/download.svg,download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg|download.svg,185,20,20
energizer-logo-original (1).webp,same filename in 5 different source folders,5,6a7c24ec5c7cd75eb84c4e88|6a7cac9d5c7cd75eb85d329a|6a7cadd15c7cd75eb87098c9|6a7caeb85c7cd75eb87f9e5c|6a7caeed5c7cd75eb883825b,/itel/energizer-logo-original (1).webp|/Oppo2/energizer-logo-original (1).webp|/Oppo3/energizer-logo-original (1).webp|/Oppo5/energizer-logo-original (1).webp|/Oppo6/energizer-logo-original (1).webp,energizer-logo-original (1).webp|energizer-logo-original (1).webp|energizer-logo-original (1).webp|energizer-logo-original (1).webp|energizer-logo-original (1).webp,7876,320,160
energizer-logo-original (2).webp,same filename in 5 different source folders,5,6a7c24ec5c7cd75eb84c4f7e|6a7cac9d5c7cd75eb85d32d5|6a7cadd15c7cd75eb87094bc|6a7caeb85c7cd75eb87f920f|6a7caeec5c7cd75eb8837218,/itel/energizer-logo-original (2).webp|/Oppo2/energizer-logo-original (2).webp|/Oppo3/energizer-logo-original (2).webp|/Oppo5/energizer-logo-original (2).webp|/Oppo6/energizer-logo-original (2).webp,energizer-logo-original (2).webp|energizer-logo-original (2).webp|energizer-logo-original (2).webp|energizer-logo-original (2).webp|energizer-logo-original (2).webp,2648,100,50
energizer-logo-original.webp,same filename in 6 different source folders,6,6a7c24ec5c7cd75eb84c4fab|6a7cac9d5c7cd75eb85d31fc|6a7cadd25c7cd75eb8709eb4|6a7cae075c7cd75eb8740baf|6a7caeb85c7cd75eb87f9240|6a7caeed5c7cd75eb8838166,/itel/energizer-logo-original.webp|/Oppo2/energizer-logo-original.webp|/Oppo3/energizer-logo-original.webp|/Oppo4/energizer-logo-original.webp|/Oppo5/energizer-logo-original.webp|/Oppo6/energizer-logo-original.webp,energizer-logo-original.webp|energizer-logo-original.webp|energizer-logo-original.webp|energizer-logo-original.webp|energizer-logo-original.webp|energizer-logo-original.webp,7598,320,160
galaxy-buds-3-fe-n-medium (1).webp,same filename in 3 different source folders,3,6a7ca9d95c7cd75eb8309ded|6a7caadc5c7cd75eb840fa29|6a7cab5e5c7cd75eb849376e,/airbuds/galaxy-buds-3-fe-n-medium (1).webp|/airbuds2/galaxy-buds-3-fe-n-medium (1).webp|/airbuds3/galaxy-buds-3-fe-n-medium (1).webp,galaxy-buds-3-fe-n-medium (1).webp|galaxy-buds-3-fe-n-medium (1).webp|galaxy-buds-3-fe-n-medium (1).webp,3874,320,320
galaxy-buds-3-fe-n-medium (2).webp,same filename in 3 different source folders,3,6a7ca9dc5c7cd75eb830d348|6a7caadc5c7cd75eb840fa93|6a7cab5e5c7cd75eb84934c3,/airbuds/galaxy-buds-3-fe-n-medium (2).webp|/airbuds2/galaxy-buds-3-fe-n-medium (2).webp|/airbuds3/galaxy-buds-3-fe-n-medium (2).webp,galaxy-buds-3-fe-n-medium (2).webp|galaxy-buds-3-fe-n-medium (2).webp|galaxy-buds-3-fe-n-medium (2).webp,2114,145,145
galaxy-buds-3-fe-n-medium.webp,same filename in 3 different source folders,3,6a7ca9dc5c7cd75eb830d46a|6a7caadc5c7cd75eb840fec1|6a7cab5e5c7cd75eb84934e6,/airbuds/galaxy-buds-3-fe-n-medium.webp|/airbuds2/galaxy-buds-3-fe-n-medium.webp|/airbuds3/galaxy-buds-3-fe-n-medium.webp,galaxy-buds-3-fe-n-medium.webp|galaxy-buds-3-fe-n-medium.webp|galaxy-buds-3-fe-n-medium.webp,5544,320,320
galaxy-buds-core-c-medium (1).webp,same filename in 3 different source folders,3,6a7ca9dc5c7cd75eb830d353|6a7caadc5c7cd75eb840feab|6a7cab5e5c7cd75eb849327a,/airbuds/galaxy-buds-core-c-medium (1).webp|/airbuds2/galaxy-buds-core-c-medium (1).webp|/airbuds3/galaxy-buds-core-c-medium (1).webp,galaxy-buds-core-c-medium (1).webp|galaxy-buds-core-c-medium (1).webp|galaxy-buds-core-c-medium (1).webp,2918,320,320
galaxy-buds-core-c-medium (2).webp,same filename in 3 different source folders,3,6a7ca9dc5c7cd75eb830d45b|6a7caadc5c7cd75eb84103d0|6a7cab5e5c7cd75eb8493538,/airbuds/galaxy-buds-core-c-medium (2).webp|/airbuds2/galaxy-buds-core-c-medium (2).webp|/airbuds3/galaxy-buds-core-c-medium (2).webp,galaxy-buds-core-c-medium (2).webp|galaxy-buds-core-c-medium (2).webp|galaxy-buds-core-c-medium (2).webp,1788,145,145
galaxy-buds-core-c-medium.webp,same filename in 3 different source folders,3,6a7ca9de5c7cd75eb830f213|6a7caadc5c7cd75eb84104e2|6a7cab5e5c7cd75eb849315e,/airbuds/galaxy-buds-core-c-medium.webp|/airbuds2/galaxy-buds-core-c-medium.webp|/airbuds3/galaxy-buds-core-c-medium.webp,galaxy-buds-core-c-medium.webp|galaxy-buds-core-c-medium.webp|galaxy-buds-core-c-medium.webp,4502,320,320
google-logo-original (1).webp,same filename in 10 different source folders,10,6a7ca9de5c7cd75eb830f293|6a7caadc5c7cd75eb8410003|6a7cab5e5c7cd75eb84937bf|6a7cabb15c7cd75eb84e9e41|6a7caf655c7cd75eb88bdca3|6a7c24ec5c7cd75eb84c4f80|6a7cac9d5c7cd75eb85d32eb|6a7cadd15c7cd75eb8709732|6a7caeb85c7cd75eb87f9d01|6a7caeed5c7cd75eb883819f,/airbuds/google-logo-original (1).webp|/airbuds2/google-logo-original (1).webp|/airbuds3/google-logo-original (1).webp|/airbuds4/google-logo-original (1).webp|/airbuds5/google-logo-original (1).webp|/itel/google-logo-original (1).webp|/Oppo2/google-logo-original (1).webp|/Oppo3/google-logo-original (1).webp|/Oppo5/google-logo-original (1).webp|/Oppo6/google-logo-original (1).webp,google-logo-original (1).webp|google-logo-original (1).webp|google-logo-original (1).webp|google-logo-original (1).webp|google-logo-original (1).webp|google-logo-original (1).webp|google-logo-original (1).webp|google-logo-original (1).webp|google-logo-original (1).webp|google-logo-original (1).webp,7564,320,160
google-logo-original (2).webp,same filename in 10 different source folders,10,6a7ca9de5c7cd75eb830f30e|6a7caadc5c7cd75eb840fd62|6a7cab5e5c7cd75eb8493121|6a7cabb15c7cd75eb84e9a37|6a7caf675c7cd75eb88bf24c|6a7c24ec5c7cd75eb84c4ed6|6a7cac9d5c7cd75eb85d32fd|6a7cadd25c7cd75eb8709dff|6a7caeb85c7cd75eb87f91d9|6a7caeed5c7cd75eb8837dd7,/airbuds/google-logo-original (2).webp|/airbuds2/google-logo-original (2).webp|/airbuds3/google-logo-original (2).webp|/airbuds4/google-logo-original (2).webp|/airbuds5/google-logo-original (2).webp|/itel/google-logo-original (2).webp|/Oppo2/google-logo-original (2).webp|/Oppo3/google-logo-original (2).webp|/Oppo5/google-logo-original (2).webp|/Oppo6/google-logo-original (2).webp,google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp,3036,100,50
google-logo-original (3).webp,same filename in 2 different source folders,2,6a7ca9de5c7cd75eb830f29e|6a7c24ec5c7cd75eb84c4fae,/airbuds/google-logo-original (3).webp|/itel/google-logo-original (3).webp,google-logo-original (3).webp|google-logo-original (3).webp,7920,320,160
